冰淇淋,Fassi 1880
比萨,Verde Smeraldo
比萨,Oggi Pizza
比萨,Ponypizza
比萨,Ristorante 
比萨,TrecentoGradi
比萨,happy23
比萨,Pizzeria Cip e ciop
比萨,Volpini
比萨,Rosso Peperoncino
比萨,Donna Sofi'
比萨,I Sorrents
比萨,Ristorante La Lupa
比萨,Da Ennio
比萨,Panificio Martinuzzi
比萨,Ristopizza ALBACHIARA
比萨,Ristorante Pizzeria da Nonna
比萨,Henry Cow
比萨,Strano Cafe
比萨,Pommo
比萨,Cuore Di Pizza
比萨,PIZZA & COFFEE AROMAS
比萨,Pomodoro & Mozzarella
比萨,L'Angolo Romano
比萨,Girandole
比萨,Paninarte
比萨,Tam Tam Pub
比萨,Pizzeria da guccio
比萨,Pizza&Peppers
比萨,Pizzeria Da Borgino
比萨,Pizza e Fichi
比萨,Ristoranti
比萨,Dal Romano Pizza Doc
比萨,Rosso San Marzano
比萨,Sfizio E Spicchio
比萨,Pizza inn casa roma
比萨,Pizzeria ROMA
比萨,Pizzeria Number 5
比萨,Napule e Masaniello
比萨,Pizzeria Viminale
比萨,Pane-Pizza
比萨,Radicchio E Pommodoro
比萨,Cose Fritte - Pizza - di Giuseppe Cinti
比萨,Dolci e Sfizi
比萨,Wanted
比萨,Osteria Picchioni
比萨,Rossopomodoro
比萨,Da Giggetto il Re della Pizza
比萨,Pizzeria I Magnifici
比萨,Fratelli la Bufala
比萨,I Mascalzoni
比萨,Pizzeria Quattro Stagioni
比萨,The Sweet Life Cafe - Ludovisi - Rome
比萨,La Zucca Malandrina
比萨,Nuova Illica
比萨,Ristorante Terzo Tempo
比萨,Imperium
比萨,Rossopomodoro
比萨,Farro Zero
比萨,Forno Campo de' Fiori
比萨,Domus Aurea..... Della Piazza
比萨,Snack Bar
比萨,Bean
比萨,Rossopomodoro
比萨,Ovo sodo
比萨,Nice Pizza e....
比萨,Il Casereccio
比萨,Pizzeria Tre Castelli
比萨,Beez
比萨,Pizza Luigi
比萨,SpizzaMi
比萨,I Meloncini
比萨,Pizza Florida
比萨,Bonnie & Clyde
比萨,Ciak se magna
比萨,Pizza e Spizzichi
比萨,Al Borghetto
比萨,72 Ore
比萨,Latte Piu
比萨,La Pizzetta
比萨,La Focaccia
比萨,Mozzichi&Bocconi
比萨,A Tutta Pizza
比萨,Pomore
比萨,Febbre da pizza
比萨,Arcadia
比萨,Pino E Nando Pizzeria Friggitoria
比萨,Raf
比萨,Pizza dai Cinque
比萨,La Lupa Golosa
比萨,Spizzala
比萨,L'Arte della Pizza
比萨,Osteria Palmira
比萨,Farina Del Mio Sacco
比萨,Dalla Padella Alla Brace
比萨,Rucola e Pachino
比萨,I suppli
比萨,Opulentia
比萨,Dalla Padella Alla Brace
比萨,Rucola e Pachino
比萨,I suppli
比萨,Opulentia
比萨,Terra Mia
比萨,Antica Pizzeria Fantasy
比萨,Magnifico Eat
比萨,La Pinsa nel tagliere
比萨,Bacio Di Puglia
比萨,Happy Hours
比萨,Surgema s r l
比萨,La Piazzetta Italiana
比萨,Pizzeria Il Veliero
比萨,La Pecora Pazza
比萨,Da Tito al Venezia
比萨,Le Crociate
比萨,La Maremma
比萨,I sapori di Pulcinella
比萨,Mini Pizza Marco Lapesara
比萨,Fratelli La Bufala Priscilla
比萨,I Condimenti
比萨,Pizza Matta
比萨,Brasia
比萨,Rossopomodoro
比萨,Didaddo Pizza Gourmet
比萨,Ristorante La Balestra
比萨,Ope - Oficine Pizza Euclide
比萨,Le Maschere
比萨,L'ora magica
比萨,Lazzaroni
比萨,Ar Buchetto da Ghetanaccio
比萨,"Pizza No Limits, 7 Scalini"
比萨,Cuore dell'Umbria
比萨,l'artista
比萨,Bam Bam Ristosauro
比萨,UNO Chicago Grill
比萨,Cuatro
比萨,Donna Sofi'
比萨,Il granchio allegro
比萨,"Roma, viale trastevere"
比萨,Trattoria Pizzeria Tosoni Di Tosoni Donatella
比萨,Pizzeria Lo Sfizio s.a.s.
比萨,Ivo al trastevere
比萨,Pizzeria The Mirror
比萨,Ristorante Pizzeria Vigata
比萨,Ciaobella S.R.L.
咖啡厅,Tazza D'Oro Coffee Shop
咖啡厅,古希腊咖啡馆
咖啡厅,Trevi Café
咖啡厅,Caffe delle Terme
咖啡厅,温州咖啡厅
咖啡厅,Caffè Trombetta Dal 1890
咖啡厅,Anni 70
咖啡厅,Bar Amore
咖啡厅,Le Fate Ignoranti
咖啡厅,Vivi Bistrot - Palazzo Braschi
咖啡厅,Miky Bar
咖啡厅,Bar Diam
咖啡厅,Gran Caffe la Caffettiera
咖啡厅,2 Periodico Cafe
咖啡厅,Caffe S. Eustachio Roma
咖啡厅,Pasticceria D'Antoni & D'Antoni
咖啡厅,Bar Trani
咖啡厅,Bistro' al 133
咖啡厅,Grom gelateria
咖啡厅,Oratorio
咖啡厅,Saporiti
咖啡厅,Mithos Taverna dell'Allegria
咖啡厅,Marinari Caffè
咖啡厅,Il Pozzo since 1973
咖啡厅,Bar Amore
咖啡厅,Underground Caffe'
咖啡厅,Normale
咖啡厅,La Luna d'Oro
咖啡厅,Alex Bar
咖啡厅,Mariani
咖啡厅,Caffetteria Ferrieri - Pasticceria Siciliana
咖啡厅,Frattina
咖啡厅,Nero Bistrot
咖啡厅,Luma Bistrò
咖啡厅,Bottega Bocca di Dama
咖啡厅,Cat Bum Cafè Wine and Cocktail Bar
咖啡厅,Susina caffetteria bistro'
咖啡厅,Sofa Wine Bar
咖啡厅,Barnum Cafè
咖啡厅,Circus Art Music Drinks & Food
咖啡厅,Papa's Cafe
咖啡厅,Stendalbar
咖啡厅,Food on the Road
咖啡厅,Cafe Sant' Eustachio
咖啡厅,Pasticceria max roma
咖啡厅,Rumi Bottega Organica
咖啡厅,Baylon Cafe
咖啡厅,Ditta Trinchetti
咖啡厅,"Rivendita libri, cioccolata e vino"
咖啡厅,Prati Urbani
咖啡厅,Bar Fondi
咖啡厅,Zen. Zero Pub Bistrot
咖啡厅,Bar Giulio Cesare
咖啡厅,Sciascia Caffe 1919
咖啡厅,Caffe Italiano
咖啡厅,Patos
咖啡厅,Creo Boulangerie Cafè
咖啡厅,Eco del mare
咖啡厅,Officina Dolce
咖啡厅,"Il Caffe', il Gelato, il Ristoro"
咖啡厅,Biopolis Caffe'
咖啡厅,C1B0
咖啡厅,Tram Depot
咖啡厅,La Muffineria
咖啡厅,Coffee Bean
咖啡厅,Porto Fluviale
咖啡厅,Crema e Cioccolato Flaminia
咖啡厅,Caffe Siacci
咖啡厅,Oui Roma
咖啡厅,La Dispensa Pani Dolci E Take-away
咖啡厅,La Putia Siciliana
咖啡厅,Resta's Pizza Bar
咖啡厅,B Gallery Cafè
咖啡厅,Ristorante Dal Carbonaro
咖啡厅,Bar del Cinque
咖啡厅,Exit Bar Pub & Gallery
咖啡厅,Bar Del Pappagallo
咖啡厅,Gelateria Giada
咖啡厅,Schettino Umberto
咖啡厅,Bar delle Scienze
咖啡厅,Gioria Bar
咖啡厅,Caffe Fassino
咖啡厅,Bar Meeting Place
咖啡厅,Conca D'oro
咖啡厅,Spuntino Giusto
咖啡厅,Yum yum style
咖啡厅,Meeting Cafe'
咖啡厅,Sangallo Caffetteria Wine Food
咖啡厅,Bartaruga Torrino
咖啡厅,Le Petite Fourchette
咖啡厅,Pagine e Caffe
咖啡厅,Bar Tavola calda Tortora
咖啡厅,Libreria Caffe N'Importe Quoi
咖啡厅,Bar Pantheon
咖啡厅,Novecento
咖啡厅,Passion Caffe
咖啡厅,Pasticceria Cioccolateria Gnesi
咖啡厅,Caffe Silvestri
咖啡厅,Ristocafe' Le Scalette
咖啡厅,Dolce e Salato
咖啡厅,Il forno 92
咖啡厅,SunBear Park
咖啡厅,Roma Caffe Della Scala
咖啡厅,Osteria Da Giuda
咖啡厅,Agapao
咖啡厅,Big Ben's
咖啡厅,Terracafe
咖啡厅,Est Artigiani del Gusto
咖啡厅,Antico Caffe del Teatro di Marcelo
咖啡厅,Colonna Antonina S.R.L.
咖啡厅,Caffè Tomeucci
咖啡厅,Cafe Boario
咖啡厅,Caffe Fandango
咖啡厅,Bonnie & Clyde
咖啡厅,I Giganti Della Notte
咖啡厅,Bar Quadrane
咖啡厅,American Bar
咖啡厅,Cafe Vaticano
咖啡厅,Sant Eustachio Il Caffe
咖啡厅,Pane al pane
咖啡厅,Camilloni
面包甜点,GROM
面包甜点,Gelateria Artigianale
面包甜点,Old Bridge Gelateria
面包甜点,San Crispino
面包甜点,tre scalini
面包甜点,Il Gelato Di San Crispino
面包甜点,Della Palma
面包甜点,Hotdog+
面包甜点,Gelateria dei Gracchi
面包甜点,Magnum Pleasure Store
面包甜点,Flor
面包甜点,Gelateria Venchi
面包甜点,gelato italiano snc
面包甜点,La Dolce Vita Pasticceria e Gelateria
面包甜点,FORNO
面包甜点,Caffetteria Barcaccia
面包甜点,Bar Washington
面包甜点,Angrypig Birretta e Porchetta
面包甜点,Ice Cream Factory
面包甜点,Gelateria I Caruso
面包甜点,Il Gelato Tentatore
面包甜点,Vox Populi
面包甜点,Laduree
面包甜点,Paninoteca Orfeo - Il Re Della Notte
面包甜点,Ice Cream Bears
面包甜点,Miky Bar
面包甜点,Roma
面包甜点,Tolleranza 0 - Ce N'è Per Tutti
面包甜点,Don baguette
面包甜点,La Piazzetta
面包甜点,Bless Paninoteca-Pizzeria
面包甜点,Caffe Torino / Bar Tavola Calda
面包甜点,Bar Gelateria - Fontana di Trevi
面包甜点,Il Gelato di San Crispino
面包甜点,Ciuri Ciuri
面包甜点,"Bar, Cafe and Gelati Regoli, Pasticceria"
面包甜点,Gelateria Pasticceria Ornelli
面包甜点,Gelateria vice
面包甜点,Gran Caffe la Caffettiera
面包甜点,Blue Ice
面包甜点,2 Periodico Cafe
面包甜点,Origini Gelateria
面包甜点,Risto Caffe Ricciola
面包甜点,Ciampini
面包甜点,Pasticceria D'Antoni & D'Antoni
面包甜点,Gelateria Valentino
面包甜点,Antica Gelateria De Matteis
面包甜点,Morganti Cafe
面包甜点,La Gelateria Frigidarium
面包甜点,L'Antica Salumeria
面包甜点,Er Buchetto
面包甜点,Panini Al 100
面包甜点,Sweety Gelato
面包甜点,My Ale
面包甜点,Panico Creative Bread
面包甜点,Marcolino Pane e Vino
面包甜点,Antico Caffe Dell'isola
面包甜点,Alfredo alla Scrofa
面包甜点,Gelateria fattori
面包甜点,Gelateria Il Capriccio di Carla
面包甜点,Antico Forno Ai Serpent
面包甜点,Vanilla - Organic bakery & Coffee shop
面包甜点,Gori Gelateria Artigianale
面包甜点,Gelato Ti Amo
面包甜点,L'Angolo del Gelato
面包甜点,La Neviera gelateria
面包甜点,FONTE della SALUTE Organic Ice Cream
面包甜点,Foodoo
面包甜点,Gelateria Pierrot
面包甜点,Gelateria dei Gracchi
面包甜点,Opera Italiana
面包甜点,Gelateria Verde Pistacchio
面包甜点,Gelateria Lubrano
面包甜点,"Gelateria Fiocco Di Neve, Roma"
面包甜点,Blue Ice
面包甜点,Pizzeria-Gelateria Mariotti
面包甜点,Merulana Ice
面包甜点,Pastry Shop Trastevere
面包甜点,Squisetezze E Ciococcolateria
面包甜点,Panifico Cerulli
面包甜点,VyTA Santa Margherita
面包甜点,Acqua e Farina
面包甜点,Il Pozzo since 1973
面包甜点,Boulangerie MP
面包甜点,Capitan Cono Gelateria
面包甜点,Ci Gusta!
面包甜点,Il Gianfornaio
面包甜点,Panella
面包甜点,gelateria teatro dell'opera -Roma
面包甜点,Quetzalcoatl Chocolatier
面包甜点,Gelateria La Panchina di Roby
面包甜点,La Baguetteria
面包甜点,Gelati e Mozzarella
面包甜点,Dolceria DOF denominazione di origine familiare
面包甜点,Tiramisù
面包甜点,Il Panificio
面包甜点,Dolce Mio
面包甜点,Sac a Poche
面包甜点,Il Mio Gelato Naturale
面包甜点,Labate Golden Ice
面包甜点,Il Gelato Fantasia
面包甜点,Gelateria GVG
面包甜点,Bistrot 35
面包甜点,Viziati Roma
面包甜点,PANIFICIO FORNACI
面包甜点,Lo Sfizio
面包甜点,Caffetteria Gelateria Mariotti
面包甜点,Bar dei Cerchi
面包甜点,Baccio
面包甜点,La Gelateria del Pignero
面包甜点,Lievito72
面包甜点,Pasticceria Palumbo
面包甜点,Bistro22
面包甜点,Papa Mesiti Bakery Cafe
面包甜点,Lemongrass
面包甜点,la compagnia del pane
面包甜点,Gelarmony
面包甜点,Il Gelato Bistro
面包甜点,Gelateria Mamo
面包甜点,Tappa Fissa
面包甜点,Chiosco Grattachecca Sora Maria
面包甜点,Fatamorgana
面包甜点,Cioccolateria Eltar
面包甜点,Il Pellicano
面包甜点,L'angolo Del Gelato
面包甜点,Pizzeria Boccione
面包甜点,Forno Feliziani
面包甜点,Bottega Bocca di Dama
面包甜点,L'Orso Bianco
面包甜点,Sorchetta Doppio Schizzo
面包甜点,La Cannoleria Siciliana
面包甜点,GiNa
面包甜点,Beebop Gelateria
面包甜点,Gelateria Il Gelatone
面包甜点,La Portineria
面包甜点,Gelateria Bartocci
面包甜点,Gelateria Belsito
面包甜点,Gedo
面包甜点,Gelateria Fatamorgana
面包甜点,Pasticceria Cavalletti
面包甜点,Bar Pasticceria Caretta
面包甜点,La Fabbrica DI Gelato
面包甜点,Gelateria Artigianale Siciliana Al 102
面包甜点,Il Fornaio
面包甜点,Cono e Camicia
面包甜点,Pasto
面包甜点,Gelato Per Passione
面包甜点,Quinto Gelateria
面包甜点,Gelo Stellato
面包甜点,Gelateria Blue Ice
面包甜点,Bar Giolitti
面包甜点,Made in Sud
面包甜点,Il Gelato di Claudio Torce
面包甜点,Pani Genuine Food
面包甜点,Fonderia Dolci & Design
面包甜点,Gelateria Artigianale Doppiapanna
面包甜点,Gelateria Miami 3
面包甜点,Gelateria Mister Ice
面包甜点,Daniel Gelo Gelateria
面包甜点,Pasticceria Desideri
面包甜点,Rewild
面包甜点,Sgarbatella
面包甜点,Gelateria Kappadue
面包甜点,Cornetto Imperiale
面包甜点,At Home - Food And Bar
面包甜点,Gelateria Duse 
面包甜点,Alaska Gelateria
面包甜点,Mondi
面包甜点,Gelateria Alberto Pica
面包甜点,Cremeria Romana Gelato Kosher
面包甜点,Pasticceria De Bellis
面包甜点,Cremeria Monteforte
面包甜点,Gellateria della Palma
面包甜点,Gelateria Scialla
面包甜点,Gelateria Maline'
面包甜点,Pasticceria de Quintili
面包甜点,Caffe Cantu
面包甜点,Gelateria Petrini
面包甜点,W il Gelato
面包甜点,Le Procope
面包甜点,Cinegela
面包甜点,Il gelato di Conforti
面包甜点,Fata Morgana Gelateria
面包甜点,Nicogelo
面包甜点,Sapori e Delizie
面包甜点,Bar Pasticceria Il Giglio
面包甜点,otaleg
面包甜点,Gelateria Tony
面包甜点,Cristalli di zucchero
面包甜点,La Mucca Bianca Gelateria
面包甜点,Gelateria Tony
面包甜点,F.lli Remia
面包甜点,Gelateria Il Cono D'Oro
面包甜点,Hostaria Luce
面包甜点,Grattachecca Sora Mirella
面包甜点,Cremi Gelateria Artigianale
面包甜点,Strawberry Fields
面包甜点,Vice
面包甜点,I Tropici
面包甜点,Candy Cream
面包甜点,Gelateria Bis
面包甜点,Sublime
面包甜点,Paninoteca Soppieno
面包甜点,YO! Yogurteria a Roma
面包甜点,Quarto Burger & Drink
面包甜点,Lo schiaccianoci
面包甜点,Duecentogradi
面包甜点,Gelateria Millennium
面包甜点,Mo's Gelaterie
面包甜点,Gelateria del Teatro ai Coronari
面包甜点,Palazzo del Freddo Giovanni Fassi
面包甜点,Antico Roma
面包甜点,Wonderful Ice Cream
面包甜点,La Via Emilia
面包甜点,Il Gelataccio
面包甜点,Punto Gelato
面包甜点,Gelateria Il Dolce Sorriso
面包甜点,PANZEROTTI&FRIENDS
面包甜点,Gelateria La Dolce Vita
面包甜点,Gelateria Mondello
面包甜点,Panino Ricco
面包甜点,Gelateria Giolitti Eur
面包甜点,Gelateria La Romana Roma Ventisettembre
面包甜点,Mc donalds fontana di trevi
面包甜点,Panino Divino
面包甜点,Casa del pane
面包甜点,Gelateria Artigianale Corona
面包甜点,La Cannoleria Siciliana 3
面包甜点,The Barkings
面包甜点,Cremeria Alpi
面包甜点,Dolce Gelo
面包甜点,Lux Jem Cafe
面包甜点,Olio & Farina
面包甜点,Vice Cafe Roma
面包甜点,Panificio Bonci
面包甜点,Al Settimo Gelo
面包甜点,Gelo Maffi
面包甜点,Buonaguidi Romano
面包甜点,L'Apetta Ghiotta
面包甜点,Chef Express
面包甜点,Chocolate Collefiorito
面包甜点,Fata Morgana
面包甜点,Al Conosseo
面包甜点,Romamagna
面包甜点,Vossignoria
面包甜点,"Gelateria Mamma, Macaron"
面包甜点,Il Piccolo Diavolo Pizza&Grill
面包甜点,Officina Dolce
面包甜点,Pasticceria Saggese
面包甜点,Domus Ice - Gelateria Artigianale Siciliana
面包甜点,Pasticceria Giovannetti
面包甜点,L'Angolo dell'Artista
面包甜点,Pasticceria La Deliziosa
面包甜点,Zucchero e Farina
面包甜点,Panini As You Like
面包甜点,Bread & Break
面包甜点,Certe Notti a Testaccio
面包甜点,San Teo
面包甜点,L'Antica Cornetteria
面包甜点,Panificio Serra
面包甜点,Germond Specialità Enogastronomiche
面包甜点,Tabernae Appia Antica
面包甜点,La Muffineria
面包甜点,La Fornarina
面包甜点,iGolosoni
面包甜点,Gelatiamo
面包甜点,Willy's
面包甜点,Crema e Cioccolato Flaminia
面包甜点,Roma gay odin
面包甜点,Il Cigno Caffe Pasticceria Gelateria
面包甜点,Giorgione a Corso Francia
面包甜点,100 Montaditos
面包甜点,Caffe Fleming
面包甜点,Ke Gusto Gelateria Self service
面包甜点,Gelateria Ciuri Ciuri
面包甜点,Ristorante Uva di Roma
面包甜点,Caffe Europeo
面包甜点,Yogorino
面包甜点,Pasticceria Albini Giacomo
面包甜点,Pasticceria La Charlotte di Bono Carmine
面包甜点,La Dispensa Pani Dolci E Take-away
面包甜点,Pasticceria Tornatora
面包甜点,Il Siciliano
面包甜点,Pasticceria Trabucchi
面包甜点,Subway Cafe
面包甜点,Billy's Ice il Gelato - il Re del Tiramisu'
面包甜点,Gelateria Splash
面包甜点,Cioccolateria Gelateria Desiderio
面包甜点,Gelateria Mastro
面包甜点,Gelateria Fratelli Vecchio
面包甜点,Gelateria Sacchetti
面包甜点,PIACISSIMO
面包甜点,Hansel & Gretel
面包甜点,Pizzeria GEGE
面包甜点,La Graticola - Eliquin
面包甜点,Don choc
面包甜点,Sans de ble
面包甜点,Gelateria mon amour
面包甜点,Blue Ice Via Gasperina
面包甜点,Paninoteca scalo27
面包甜点,Mamamau
面包甜点,Fabbri
面包甜点,Gelatomania
面包甜点,Cose Buone dal Forno Trevisiol
面包甜点,Antonelli Pasticceria Gelateria
面包甜点,"Prelibato, Panifiio con Cucina"
面包甜点,Ciuri Ciuri
面包甜点,Gelateria Golden Ice
面包甜点,La Panetteria Romana & Spaccio Di Paste
面包甜点,Dolciaria Joli
面包甜点,Forno Gemme Di Pane
面包甜点,Grattachecca - Alla Fonte D'Oro
面包甜点,Gelateria Alla Scala
面包甜点,Nel Buco del Mulo
面包甜点,Yoom
面包甜点,Mr Sweetie
面包甜点,Il Regno Del Gelato
面包甜点,Bondolfi Boncaffe
面包甜点,Da Manolo
面包甜点,Mammapa
面包甜点,Attilio Servi
面包甜点,ZeroGradi
面包甜点,PaninArt
面包甜点,U.Juice
面包甜点,IGusto
面包甜点,Piadina e Crescione
面包甜点,Likeat
面包甜点,Roma Superciccio Panineria
面包甜点,Gelateria Baja Beach
面包甜点,Gelateria del Viale
面包甜点,Yogurteria YO! Centocelle
面包甜点,Hedera
面包甜点,Il Bazar Dello Zucchero
面包甜点,Paninoteca Slurp
面包甜点,Gelateria dell’Angeletto – Emporio dei Gracchi
面包甜点,Gelida Mente
面包甜点,Gelateria I Tre Archi
面包甜点,Gelateria Retro'
面包甜点,Da Agostino
面包甜点,Pinguino Goloso
面包甜点,Siciliando
面包甜点,Gelato80
面包甜点,Panepizza
面包甜点,VICE cafe
面包甜点,Carapina Roma
面包甜点,Good Bakery/Pizzeria Good
面包甜点,Antonini
面包甜点,Casa Del Gelato
面包甜点,Big Ice Glateria
面包甜点,Schiuma E Lattuga
面包甜点,Food & Vinyl
面包甜点,Pane-Pizza
面包甜点,Paninoteca d'Italia
面包甜点,World Gelato Roma
面包甜点,Pasticcerie Danieli
面包甜点,Zolli Giuliano
面包甜点,"Fruyo, Roma"
面包甜点,Geletari del Teatro Lungotevere
面包甜点,Subway Governo Vecchio
面包甜点,Pizza-Gelato
面包甜点,Nobel
面包甜点,Il Pane di San Saba
面包甜点,Amarcord Piadine
面包甜点,Pucciami
面包甜点,Violarosso Gelateria Pasticceria
面包甜点,Ristorante Medi'
面包甜点,Baciamo Le mani
面包甜点,IL Mastro Fornaio
面包甜点,Blu Ice
面包甜点,Angels
面包甜点,Gelateria noi due
面包甜点,Blue Ice Ostiense
面包甜点,Angeli e Demoni
面包甜点,Slurp Gelateria
面包甜点,Crema & Cioccolato
面包甜点,Panificio F.lli Migatta
面包甜点,Il Vialetto Del Pane
面包甜点,Pane e Pomodoro
面包甜点,Rv97
面包甜点,Ke Kebab
面包甜点,Pasticceria Gelateria Boni
面包甜点,Nonna Carla
面包甜点,Paninando
面包甜点,Chocol Ice
面包甜点,Doppia Panna Gelateria
面包甜点,Gelateria Nuvole
面包甜点,Grom
面包甜点,Folletto Maligno
面包甜点,Il Forno
面包甜点,Domicilio Pizza
面包甜点,Martini
面包甜点,Nobel Bar
面包甜点,Cioccolateria Augusta Perusia
面包甜点,Pasticceria Cioccolateria Gnesi
面包甜点,er grattacheccaro
面包甜点,Gelateria Gatto
面包甜点,Pasticceria Vala
面包甜点,Ti Porto il Gelato
面包甜点,Il forno 92
面包甜点,Dolce & salato
面包甜点,Gelateria - Il Buon Gelato Ricoperto dal 1984
面包甜点,Pasticceria il Salottino
面包甜点,Alta Marea
面包甜点,Fior di Grano
面包甜点,Panificio Martinuzzi
面包甜点,Pasticceria Antica Sicilia
面包甜点,Essence Winebar
面包甜点,Gelatario
面包甜点,Fata Morgana
面包甜点,Il principe del gelato2
面包甜点,Stickhouse
面包甜点,Stickitaly
面包甜点,La Tana Dei Luppoli
面包甜点,Gelateria Slurp
面包甜点,Matrix Bar
面包甜点,Gelato Naturale
面包甜点,Leccati 'sto gelato
面包甜点,Pasticceria le delizie
面包甜点,Gelateria Brivido
面包甜点,Il Gelato Di Dei
面包甜点,Double Bar & Sandwiches
面包甜点,StraGelato Sapori di Sicilia
面包甜点,Il Gelato di Nonna Mia
面包甜点,The Sweet Life Cafe - Ludovisi - Rome
面包甜点,Cafe Veneto
面包甜点,Osteria La Sol Fa
面包甜点,Attico santa maggiore
面包甜点,Bar Gelateria
面包甜点,Que te Pongo
面包甜点,Fatamorgana
面包甜点,Il Gelatone
面包甜点,Caffe Eliseo
面包甜点,Sweety Rome Caffe'
面包甜点,Gelateria Mamò
面包甜点,7 minuti Gelateria Artigianale
面包甜点,Farro Zero
面包甜点,Conte d'Oro
面包甜点,ICE cRome
面包甜点,Baguetteria del Fico
面包甜点,Antica Roma 013
面包甜点,Bottega Rocchi
面包甜点,Caffe Roma Gelateria
面包甜点,La Sandwicheria al Nazareno
面包甜点,Violarosso
面包甜点,Cremeria Don Pepe 
面包甜点,Casina dei Tre Laghi
面包甜点,Gelateria i Mannari
面包甜点,Gelateria Mela e Cannella
面包甜点,capitan paninok
面包甜点,Cafe Boario
面包甜点,Gelateria Salaria Gelato d'autore
面包甜点,Kevin & Victory's Bakery
面包甜点,Gelateria Corona
面包甜点,Panepiu Bistrot
面包甜点,Signor Panino
面包甜点,Lo Scimmiotto
面包甜点,Antico Forno la Stelletta
面包甜点,Dal Siciliano
面包甜点,Monteforte
面包甜点,Fiordite
面包甜点,Bibelot Dolci
面包甜点,Gelatario
面包甜点,Gelateria RivaReno
面包甜点,Tropical Ice Gelateria
面包甜点,La Gourmandise
面包甜点,Pasticceria Cecere
面包甜点,Tempesta di Gusti
面包甜点,Dar Ciriola
面包甜点,Fame Nera
面包甜点,Gelato Fatamorgana
面包甜点,ValoriCaffe
面包甜点,Kalamaro Piadinaro
面包甜点,Biscottificio Innocenti
面包甜点,Fior di Luna
面包甜点,Gelateria Rosso Arancio
面包甜点,Cremeria Aurelia
面包甜点,Blue Ice
面包甜点,L'Arena del Gelato
面包甜点,Zero caffe
面包甜点,Makasar Bistrot
面包甜点,Gelateria Biancociliegia
面包甜点,Gelateria 
面包甜点,FREEtto
面包甜点,La Pagnottella Gourmet
面包甜点,Venchi
面包甜点,Wonka Chocolate
面包甜点,Gelateria S.M.Maggiore
面包甜点,L Arena Del Gelato
面包甜点,Turi & Tano
面包甜点,Dolce Amaro
面包甜点,Cambi al Leoncino
面包甜点,Il Gelato Centro Storico
面包甜点,Pasticceria Nobel
面包甜点,da Sora Bruna
面包甜点,Gelateria Artigiana Vicere
面包甜点,Gelateria Grom
面包甜点,Gelateria Grom
面包甜点,Caffe Tomeucci Roma Eur
面包甜点,Gelateria I Carusi
面包甜点,Gelateria Moroni
面包甜点,Sweety Rome Bakery
面包甜点,Bibelot Arthe
面包甜点,Ristorante Wine Bar Big Night
面包甜点,Mes Petits Chefs
面包甜点,Gelateria Cortesi
面包甜点,Bacchanales
面包甜点,Ozi Vizi e Sfizi
面包甜点,I Gracchi
酒吧,Panini De Santis Roma
酒吧,古希腊咖啡馆
酒吧,Hotdog+
酒吧,ENOTECA 1
酒吧,tasteVere
酒吧,Food Family
酒吧,Angrypig Birretta e Porchetta
酒吧,9MM
酒吧,Il Pentagrappolo
酒吧,Arexcocktailbar
酒吧,Salotto 42夜店
酒吧,Niji Cafe
酒吧,Mordi e Vai
酒吧,Zest Bar
酒吧,Ore 20
酒吧,Hotel Locarno Bar
酒吧,"Il Giusto Gusto, Roma Prati"
酒吧,Kilometro Zero
酒吧,La Carrozzeria Beer & Food
酒吧,Bar Mr. Dario
酒吧,Sbologna ristopub
酒吧,Tartufi & Friends
酒吧,The Public House
酒吧,Fluid
酒吧,Bibenda Wineconcept
酒吧,Risto Caffe Ricciola
酒吧,Leon bar
酒吧,Ciampini
酒吧,Bar Trani
酒吧,Gelateria Valentino
酒吧,Caffetteria Hermosa
酒吧,Birreria Bonverse Paingros
酒吧,Capitan Cosmo
酒吧,Mondo Arancina
酒吧,Gregory's Jazz Club
酒吧,Hard Rock Cafe Rome
酒吧,Panini Al 100
酒吧,AL7GUSTO
酒吧,Il Sori
酒吧,Macchiato Caffe
酒吧,Cul de Sac
酒吧,AkBar
酒吧,'nzi Capito
酒吧,PIZZERIA OSTIENSE
酒吧,Oratorio
酒吧,The Albert Pub
酒吧,L'Enoteca Antica di Via della Croce
酒吧,Ristorante caffe da Claudia
酒吧,The Old Tower Pub
酒吧,Bistrot Bio
酒吧,Mc Queen Pub
酒吧,Bottega del Caffe
酒吧,Bar delle Grazie
酒吧,Mammut
酒吧,Morgana Rock n' Roll Time
酒吧,La Leggenda di Avalon
酒吧,The Cotton Club爵士酒吧
酒吧,Underground Caffe'
酒吧,Enoteca Ferarra酒吧
酒吧,Jonathan's Angels夜店
酒吧,Neo Club Roma
酒吧,BIS Take Away Italiano
酒吧,Gustando & Degustando
酒吧,Gelateria GVG
酒吧,Re Bacco
酒吧,Gay Village
酒吧,Bibliobar
酒吧,Kaffettone Bar
酒吧,Caffe Novecento
酒吧,Norcineria e Gastronomia CECCHINI
酒吧,Cave
酒吧,Coco Rico Discopub Ristopizza
酒吧,Bar del Fico
酒吧,特拉斯特茶和鸡尾酒吧
酒吧,Micca Club
酒吧,Bar i tigli
酒吧,Caffè Letterario
酒吧,Caffetteria Mori
酒吧,Bar dei Cerchi
酒吧,Coffee Rome
酒吧,Cin Cin Bar
酒吧,Fraschetta dell'amicizia
